#This file is automatically generated by https://freetv.fun and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#EPG.pw does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://epg.pw/app_download.html
#這個檔案是由https://freetv.fun自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#EPG.pw並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://epg.pw/app_download.html


綜藝,#genre#
亞洲旅遊臺,https://stream.freetv.fun/ya-zhou-lu-you-1.ctv
亞洲旅遊臺[geo-blocked],https://stream.freetv.fun/ya-zhou-lu-you-2.ctv
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-9.m3u8
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-2.m3u8
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-3.ctv
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-4.m3u8
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-6.m3u8
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-7.ctv
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-8.m3u8
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-10.m3u8
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-11.m3u8
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-1.m3u8
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-5.m3u8
唯心電視,https://stream.freetv.fun/wei-xin-dian-shi-1.m3u8
唯心電視,https://stream.freetv.fun/wei-xin-dian-shi-3.m3u8
唯心電視,https://stream.freetv.fun/wei-xin-dian-shi-2.m3u8
大愛[geo-blocked],https://stream.freetv.fun/da-ai-3.m3u8
大愛,https://stream.freetv.fun/da-ai-1.m3u8
大愛,https://stream.freetv.fun/da-ai-2.m3u8
大愛2,https://stream.freetv.fun/da-ai-2-1.m3u8
大愛2,https://stream.freetv.fun/da-ai-2-4.m3u8
大愛2,https://stream.freetv.fun/da-ai-2-6.m3u8
大愛2,https://stream.freetv.fun/da-ai-2-7.m3u8
大愛2,https://stream.freetv.fun/da-ai-2-8.m3u8
大愛2,https://stream.freetv.fun/da-ai-2-9.m3u8
大愛2[geo-blocked],https://stream.freetv.fun/da-ai-2-10.m3u8
大愛2,https://stream.freetv.fun/da-ai-2-2.m3u8
大愛2,https://stream.freetv.fun/da-ai-2-3.m3u8
大愛2,https://stream.freetv.fun/da-ai-2-5.m3u8
大愛二臺[geo-blocked],https://stream.freetv.fun/da-ai-er-1.ctv
大愛二臺[geo-blocked],https://stream.freetv.fun/da-ai-er-2.ctv
好訊息,https://stream.freetv.fun/hao-xiao-xi-2.m3u8
好訊息[geo-blocked],https://stream.freetv.fun/hao-xiao-xi-5-1.m3u8
好訊息[geo-blocked],https://stream.freetv.fun/hao-xiao-xi-3-1.m3u8
好訊息,https://stream.freetv.fun/hao-xiao-xi-1.m3u8
好訊息 2[geo-blocked],https://stream.freetv.fun/hao-xiao-xi-2-2.m3u8
民視旅遊[geo-blocked],https://stream.freetv.fun/min-shi-lu-you-1.ctv
民視旅遊,https://stream.freetv.fun/min-shi-lu-you-2.ctv
生命電視,https://stream.freetv.fun/sheng-ming-dian-shi-3.m3u8
生命電視,https://stream.freetv.fun/sheng-ming-dian-shi-2.m3u8
生命電視臺,https://stream.freetv.fun/sheng-ming-dian-shi-1.m3u8
美食星球[geo-blocked],https://stream.freetv.fun/mei-shi-xing-qiu-2.ctv
美食星球[geo-blocked],https://stream.freetv.fun/mei-shi-xing-qiu-3.ctv
美食星球[geo-blocked],https://stream.freetv.fun/mei-shi-xing-qiu-1.m3u8
運動,#genre#
ELTA體育1,https://stream.freetv.fun/elta-ti-yu--1-1.ctv
ELTA體育1,https://stream.freetv.fun/elta-ti-yu--1-2.ctv
ELTA體育2,https://stream.freetv.fun/elta-ti-yu--2-1.ctv
ELTA體育2,https://stream.freetv.fun/eltati-yu-4-1.ctv
ELTA體育2,https://stream.freetv.fun/elta-ti-yu--2-2.ctv
ELTA體育3,https://stream.freetv.fun/elta-ti-yu--3-1.ctv
ELTA體育3,https://stream.freetv.fun/elta-ti-yu--3-2.ctv
ELTA體育4,https://stream.freetv.fun/eltati-yu-4-2.ctv
Eleven Sports1,https://stream.freetv.fun/eleven-sports-1-1.ctv
Eleven Sports1,https://stream.freetv.fun/eleven-sports-1-pl-1.ctv
Eleven Sports2,https://stream.freetv.fun/eleven-sports-2-pl-1.ctv
Eleven Sports2,https://stream.freetv.fun/eleven-sports-2-1.ctv
Eleven sports,https://stream.freetv.fun/eleven-sports-3-1.ctv
博斯無限,https://stream.freetv.fun/bo-si-wu-xian-2.ctv
博斯無限,https://stream.freetv.fun/bo-si-wu-xian-3.ctv
博斯網球[geo-blocked],https://stream.freetv.fun/bo-si-wang-qiu-3.m3u8
博斯網球,https://stream.freetv.fun/bo-si-wang-qiu-2.ctv
博斯網球,https://stream.freetv.fun/bo-si-wang-qiu-4.ctv
博斯運動[geo-blocked],https://stream.freetv.fun/bo-si-yun-dong-er-2.m3u8
博斯運動,https://stream.freetv.fun/bo-si-yun-dong-yi-1.ctv
博斯運動2,https://stream.freetv.fun/bo-si-yun-dong--2-1.ctv
博斯運動2,https://stream.freetv.fun/bo-si-yun-dong--2-2.ctv
博斯高球[geo-blocked],https://stream.freetv.fun/bo-si-gao-qiu-2.m3u8
博斯高球[geo-blocked],https://stream.freetv.fun/bo-si-gao-qiu-er-2.m3u8
博斯高球2,https://stream.freetv.fun/bo-si-gao-qiu--2-1.ctv
博斯高球2,https://stream.freetv.fun/bo-si-gao-qiu--2-2.ctv
博斯魅力[geo-blocked],https://stream.freetv.fun/bo-si-mei-li-3.m3u8
博斯魅力,https://stream.freetv.fun/bo-si-mei-li-2.ctv
博斯魅力,https://stream.freetv.fun/bo-si-mei-li-4.ctv
緯來體育,rtmp://f13h.mine.nu/sat/tv721
緯來體育[geo-blocked],https://stream.freetv.fun/wei-lai-ti-yu-6.m3u8
緯來體育[geo-blocked],https://stream.freetv.fun/wei-lai-ti-yu-7.m3u8
緯來體育,https://stream.freetv.fun/wei-lai-ti-yu-8.ctv
緯來體育[geo-blocked],https://stream.freetv.fun/wei-lai-ti-yu-9.m3u8
緯來體育,https://stream.freetv.fun/wei-lai-ti-yu-11.ctv
緯來體育,rtmp://f13h.mine.nu/sat/tv721
緯來體育,rtmp://220.130.201.73/sat/tv721
緯來體育[geo-blocked],https://stream.freetv.fun/wei-lai-ti-yu-10.m3u8
緯來體育[geo-blocked],https://stream.freetv.fun/wei-lai-ti-yu-1.m3u8
緯來體育,rtmp://f13h.mine.nu/sat/tv721
