更新时间,#genre#
20240621,url

綜藝,#genre#
ROCK Extreme,https://stream.freetv.fun/ph-rock-extreme-1.ctv,10
SKY Cinema Thriller,https://stream.freetv.fun/sky-thriller-1.ctv,5902
Scream Box TV,https://stream.freetv.fun/ch-ng-screambox-tv-1.m3u8,9115
Showtime,https://stream.freetv.fun/showtime-1.ctv,9900
Showtime,https://stream.freetv.fun/showtime-2-1.m3u8,7996
Showtime,https://stream.freetv.fun/showtime-2-2.ctv,9739
Showtime,https://stream.freetv.fun/showtime-extreme-1.ctv,10
Showtime,https://stream.freetv.fun/showtime-next-1.ctv,4795
Showtime,https://stream.freetv.fun/showtime-women-1.ctv,10
Sky Cinema,https://stream.freetv.fun/sky-cinema-scfi-1.ctv,4998
Sky Classics,https://stream.freetv.fun/music-classics-1.m3u8,4248
Sky Comedy,https://stream.freetv.fun/sky-comedy-1.ctv,5995
Sky Hits,https://stream.freetv.fun/sky-cinema-hits-1.ctv,5053
Sky Movies Comedy UK,https://stream.freetv.fun/sky-movies-comedy-1.m3u8,4707
Sky Movies HD Modern Greats UK,https://stream.freetv.fun/sky-greats-1.ctv,6397
Sky Movies Premiere HD UK,https://stream.freetv.fun/sky-premiere-1.ctv,10
Star Movies,https://stream.freetv.fun/star-movies-india-1.m3u8,3607
Star Movies,https://stream.freetv.fun/star-select-movies-1.ctv,6473
Starz Cinema,https://stream.freetv.fun/starz-cinema-1.ctv,10
Starz Encore,https://stream.freetv.fun/starz-encore-1.ctv,14023
Starz Encore,https://stream.freetv.fun/starz-encore-black-1.ctv,4373
Starz Encore,https://stream.freetv.fun/starz-encore-classic-1.ctv,10765
Starz Encore,https://stream.freetv.fun/starz-encore-family-1.ctv,10
Starz Encore,https://stream.freetv.fun/starz-encore-suspense-1.ctv,12645
Starz Encore,https://stream.freetv.fun/starz-encore-westerns-1.ctv,4644
SyFy,https://stream.freetv.fun/syfy-2.ctv,10773
TCM USA,https://stream.freetv.fun/tcm-2.ctv,10
TNT West,https://stream.freetv.fun/tnt-1.m3u8,14686
TNT West,https://stream.freetv.fun/tnt-10.ctv,10
TNT West,https://stream.freetv.fun/tnt-6.ctv,10
TNT,https://stream.freetv.fun/tnt-7.ctv,10
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-1.m3u8,10
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-2.m3u8,10
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-5.m3u8,10
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-6.m3u8,10
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-7.m3u8,10
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-8.m3u8,10
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-9.m3u8,10
TVB星河,https://stream.freetv.fun/tvbxing-he-1.m3u8,4612
TVB星河,https://stream.freetv.fun/tvbxing-he-2.m3u8,10
TVB星河,https://stream.freetv.fun/tvbxing-he-3.m3u8,7611
TVB星河,https://stream.freetv.fun/tvbxing-he-4.ctv,8266
UNIVERSAL HD,https://stream.freetv.fun/universal-comedy-sd-1.ctv,10
Universal Channel,https://stream.freetv.fun/universal-1.ctv,10
nicktoons,https://stream.freetv.fun/000de17b430e5719cba41bb934916afc4a0663c9d527c7bdb9cfe34f7a3e519f.m3u8,10807
ocko star,https://stream.freetv.fun/0fddaec63d8833fbe98997632f713f39df2addc29790c578787d9097707b8471.m3u8,7785
sony max 2,https://stream.freetv.fun/9ea7c113560c756d2b497f84a684caf9989bcc54a52c627423f6c35376ec741c.ctv,10
sony novelas,https://stream.freetv.fun/5ebf0ed8ebdc7749443756bdb1f91391f699d0f6413ccd6ea06db4807baeace2.m3u8,4114
sony one classics,https://stream.freetv.fun/2215e383c3bde17c81909204464f6f97a4a8259b0072e1f498fd1b9aaa520f4c.m3u8,5875
star family,https://stream.freetv.fun/8394b9e5128148c1556383ef4a3487fbbf39fa36c1b5081c2870e7d93419c004.m3u8,6907
starz comedy,https://stream.freetv.fun/15bcb73bfeacd597cd04400b6d7d87a21ae1443c3328e6b28378aa5bf2dcad0c.ctv,7965
starz encore action,https://stream.freetv.fun/1d6a6706c8c413b7a4af9ec4db63acf635f92614b09d5ab0b380ad51f23531dd.ctv,8332
starz in black,https://stream.freetv.fun/db991bb3a77163b3516cfdef7c743416d25a4de7a6d19e5cfd3f6b0297e631a6.ctv,4475
telestar1,https://stream.freetv.fun/c6b18b67b13830835cd5a824c5013fefa78eaf3051a561911130d09e7185ef71.m3u8,10
tvb jade sat,https://stream.freetv.fun/650ce090b7a77d31d8ad6299bc38ccad461bfa4b966c460a24ada252d0b2192e.ctv,4443
tvb xing he,https://stream.freetv.fun/c9cc782db229b096594a8e1f2fb33481a0da710783fa4ece6290d197eef22f3e.ctv,4096
tvb华丽,https://stream.freetv.fun/1bea804b4f385fd7e1435630bbabe3a6f5d8736d70d5320cdcbd5a23c7c77f08.ctv,3217
tvb直播台,https://stream.freetv.fun/15a4d9b14584162693dad7500429996e928d4b354d6ed0ac20b2e551ddbc348f.m3u8,10
三立戲劇,https://stream.freetv.fun/san-li-xi-ju-1.m3u8,1858
三立戲劇,https://stream.freetv.fun/san-li-xi-ju-3.m3u8,8820
八大戲劇HD,https://stream.freetv.fun/ba-da-xi-ju-1.m3u8,2297
戲曲臺,https://stream.freetv.fun/xi-qu-1.m3u8,3395
戲曲臺,https://stream.freetv.fun/xi-qu-2.ctv,9125
明珠台,https://stream.freetv.fun/ming-zhu-1.m3u8,6452
星光视界,https://stream.freetv.fun/88745f67a0ad556ba8dcafbcc7736e7be0ce88804ed5290e7bc88fe3ddf657db.ctv,1413
東森洋片,https://stream.freetv.fun/dong-sen-yang-pian-4.m3u8,10
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-2.m3u8,2302
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-3.ctv,6709
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-4.m3u8,3253
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-5.m3u8,2584
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-6.m3u8,3071
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-7.m3u8,2829
經典電影臺,https://stream.freetv.fun/jing-dian-dian-ying-9.m3u8,5049
緯來戲劇,https://stream.freetv.fun/wei-lai-xi-ju-1.m3u8,6941
緯來電影,https://stream.freetv.fun/wei-lai-dian-ying-2.m3u8,11684
美亞電影台,https://stream.freetv.fun/mei-ya-dian-ying-1.ctv,3800
美国mytime 电影频道,https://stream.freetv.fun/0c58176469a89c2ce79e2edccef8d3e933ceeb40466e8b360afd28aa582bcfc5.m3u8,5469
鳳凰電影,https://stream.freetv.fun/feng-huang-dian-ying-3.ctv,6404
龍祥電影,https://stream.freetv.fun/long-xiang-dian-ying-3.m3u8,1598
龍華偶像,https://stream.freetv.fun/long-hua-ou-xiang-1.m3u8,5577
龍華戲劇,https://stream.freetv.fun/long-hua-xi-ju-2.m3u8,7133
龍華洋片,https://stream.freetv.fun/long-hua-yang-pian-1.m3u8,11363
龍華經典,https://stream.freetv.fun/long-hua-jing-dian-1.m3u8,9588
龍華電影,https://stream.freetv.fun/long-hua-dian-ying-2.m3u8,6871

音樂,#genre#
CHANNEL,https://stream.freetv.fun/white-channel-2.m3u8,10

新聞,#genre#
ABC Australia,https://stream.freetv.fun/abc-australia-1.ctv,7111
ABC Australia,https://stream.freetv.fun/abc-australia-2.ctv,7799
ABC Australia,https://stream.freetv.fun/ph-abc-austrailia-1.ctv,4386
ABC NEWS,https://stream.freetv.fun/abc-news-3.m3u8,5773
ABC NEWS,https://stream.freetv.fun/abcnews-720p-mei-guo-1.m3u8,2507
ABC NEWS,https://stream.freetv.fun/abcnews-720p-mei-guo-2.m3u8,2769
ABC NEWS,https://stream.freetv.fun/ch-ng-abc-news-2.m3u8,4257
ABC News Live,https://stream.freetv.fun/abc-news-live-2.m3u8,5233
ABC,https://stream.freetv.fun/abc-4.ctv,10
ABC,https://stream.freetv.fun/abc-7-1.ctv,7070
ABC,https://stream.freetv.fun/abc-7-2.ctv,5108
APTN,https://stream.freetv.fun/apt-1.m3u8,6164
AccuWeather,https://stream.freetv.fun/accuweather-now-1.m3u8,8258
BBC News,https://stream.freetv.fun/bbc-news-3.m3u8,4990
BBC News,https://stream.freetv.fun/bbc-news-4.m3u8,4057
BBC News,https://stream.freetv.fun/bbc-news-5.m3u8,2339
BBC News,https://stream.freetv.fun/bbc-news-8.m3u8,4667
BBC World News,https://stream.freetv.fun/bbc-world-news-3.m3u8,5376
BBC World News,https://stream.freetv.fun/ph-bbc-world-news-1.ctv,4922
Bloomberg TV USA,https://stream.freetv.fun/bloomberg-tv-asia-3.m3u8,3065
Bloomberg TV,https://stream.freetv.fun/bloomberg-tv-plus-1.m3u8,2992
Bloomberg TV,https://stream.freetv.fun/bloomberg-tv-plus-6.m3u8,3814
Bloomberg TV,https://stream.freetv.fun/bloombergtv-1.m3u8,3704
Bloomberg TV,https://stream.freetv.fun/bloombergtv-2.m3u8,6413
CBS 4,https://stream.freetv.fun/14-bs-1.m3u8,4293
CBS 4,https://stream.freetv.fun/14-cs-1.m3u8,3219
CBS 4,https://stream.freetv.fun/24-cs-1.m3u8,3143
CBS News,https://stream.freetv.fun/cbs-news-6.m3u8,10741
CCTV-1,https://stream.freetv.fun/cctv1-15.m3u8,1371
CCTV-1,https://stream.freetv.fun/cctv1-72.m3u8,5139
CCTV-1,https://stream.freetv.fun/cctv1-75.m3u8,1794
CCTV-1,https://stream.freetv.fun/cctv1-76.m3u8,3492
CCTV-1,https://stream.freetv.fun/cctv1-zong-he-1.m3u8,7581
CCTV-1,https://stream.freetv.fun/cctv1-zong-he-3.m3u8,1391
CCTV-1,https://stream.freetv.fun/cctv1-zong-he-4.m3u8,2985
CCTV-1,https://stream.freetv.fun/rthk33-1.m3u8,3017
CCTV-1,https://stream.freetv.fun/rthk33-2.m3u8,2332
CCTV-1,https://stream.freetv.fun/rthk33-3.m3u8,5530
CMT Canada,https://stream.freetv.fun/cmt-1.ctv,5674
CNA,https://stream.freetv.fun/cna-3.m3u8,2707
CNA,https://stream.freetv.fun/cna-4.m3u8,3613
CNBC WORLD,https://stream.freetv.fun/cnbc-world-1.m3u8,8127
CNBC WORLD,https://stream.freetv.fun/cnbc-world-2.m3u8,5978
CNBC WORLD,https://stream.freetv.fun/nbt-world-1.m3u8,7529
CNBC,https://stream.freetv.fun/cnbc-1.m3u8,5083
CNBC,https://stream.freetv.fun/cnbc-5.m3u8,8196
CNBC,https://stream.freetv.fun/cnbc-6.m3u8,6801
CNN HLN,https://stream.freetv.fun/hln-1.m3u8,6182
CNN HLN,https://stream.freetv.fun/hln-2.m3u8,2632
CNN HLN,https://stream.freetv.fun/hln-4.m3u8,4574
CNN International,https://stream.freetv.fun/afghanistan-international-1.m3u8,8019
CNN International,https://stream.freetv.fun/cnn-international-1.m3u8,5627
CNN International,https://stream.freetv.fun/cnn-international-2.m3u8,3413
CNN International,https://stream.freetv.fun/cnn-international-3.m3u8,5863
CNN USA,https://stream.freetv.fun/cnn-usa-1.m3u8,3194
CNN en Español,https://stream.freetv.fun/74-deutsche-welle-en-espanol-1.m3u8,6754
CNN en Español,https://stream.freetv.fun/cnn-espanol-1.ctv,8763
CNN en Español,https://stream.freetv.fun/dw-en-espanol-1.m3u8,5506
CNN,https://stream.freetv.fun/cnn-1.m3u8,5463
CNN,https://stream.freetv.fun/cnn-2.m3u8,4023
CNN,https://stream.freetv.fun/cnn-4.m3u8,3413
CNN,https://stream.freetv.fun/cnn-5.m3u8,3828
CNN,https://stream.freetv.fun/cnn-6.m3u8,4422
CNN,https://stream.freetv.fun/cnn-8.m3u8,5021
CNN,https://stream.freetv.fun/cnn-9.m3u8,5988
CNN,https://stream.freetv.fun/cnn-go-1.m3u8,2721
CTV2 OTTAWA,https://stream.freetv.fun/ctv2-1.ctv,9107
Euronews English,https://stream.freetv.fun/euronews-pt-1.m3u8,6837
Fox News,https://stream.freetv.fun/fox-now-1.m3u8,3050
Fox News,https://stream.freetv.fun/mei-guo-ce-shi-foxnews-1.m3u8,4027
Fox Weather,https://stream.freetv.fun/fox-weather-4.m3u8,3482
HOY TV,https://stream.freetv.fun/hoy-tv-zi-xun-1.m3u8,5707
MSNBC,https://stream.freetv.fun/msnbc-1.m3u8,5253
MSNBC,https://stream.freetv.fun/msnbc-2.m3u8,10073
NBC 4,https://stream.freetv.fun/nbc-4-1.ctv,8153
NBC NEW YORK FHD,https://stream.freetv.fun/nbc-2.ctv,10
NBC NEWS,https://stream.freetv.fun/nbc-news-2.m3u8,4788
NBC News Now,https://stream.freetv.fun/nbc-news-now-7.m3u8,9460
NBC News Now,https://stream.freetv.fun/news-now-1.m3u8,3763
NBC News Now,https://stream.freetv.fun/news-now-2.m3u8,3932
NewsAsia,https://stream.freetv.fun/channel-newsasia-1.m3u8,2687
NewsAsia,https://stream.freetv.fun/channel-newsasia-2.m3u8,3253
NewsNation,https://stream.freetv.fun/news-nation-1.m3u8,7003
Newsmax,https://stream.freetv.fun/newsmax-5.m3u8,7187
One America News,https://stream.freetv.fun/one-news-2.ctv,5642
RTHK32,https://stream.freetv.fun/rthk32-1.m3u8,10
RTHK32,https://stream.freetv.fun/rthktv32-1.ctv,4955
RTHK34,https://stream.freetv.fun/rthk34-1.m3u8,2808
RTHK34,https://stream.freetv.fun/rthk34-2.m3u8,2510
RTHK34,https://stream.freetv.fun/rthk34-3.m3u8,4962
SKY NEWS HD,https://stream.freetv.fun/sky-news-now-1.m3u8,4987
SKY NEWS,https://stream.freetv.fun/sky-news-7.m3u8,5694
SKY NEWS,https://stream.freetv.fun/sky-news-arabia-6.m3u8,3137
TVBS新聞HD,https://stream.freetv.fun/tvbs-xin-wen-3.m3u8,7986
TVB新聞臺,https://stream.freetv.fun/tvbsxin-wen-3.m3u8,10
TVB新聞臺,https://stream.freetv.fun/tvbsxin-wen-4.m3u8,2205
TVB無線衛星新聞,https://stream.freetv.fun/tvbwu-xian-xin-wen-1.ctv,9044
TVB無線衛星新聞,https://stream.freetv.fun/tvbwu-xian-xin-wen-2.ctv,3827
The Weather Channel,https://stream.freetv.fun/the-weather-channel-1.m3u8,5149
bloomberg tv europe,https://stream.freetv.fun/54465bb76ce57f5cdcb130f2f3b075f4f87d2f0f0034a703ede871382ed9ad65.m3u8,6154
bloomberg tv europe,https://stream.freetv.fun/cdb5e428eb352b4d54535691140fea2b2d6c55ecf28d93aa1cb49ba45fdd4419.m3u8,6803
high news,https://stream.freetv.fun/911b628366b485794a02ba12799ed985a4a76db0d8898eac3108ab0cf38d2e82.m3u8,6905
jovem pan news,https://stream.freetv.fun/c295f27c00b9378cc9463964391c9abe13ccc6fcaabed1e44a975f27dc40f995.m3u8,5436
meteonews,https://stream.freetv.fun/da7db070061ab3c8299493f51fa10dfa6e7ff60d4fa60ec420e762948876ae9c.m3u8,6377
palitra news,https://stream.freetv.fun/d492f967f8ad3b4f123665428b8038c010858f4d27db5d4eadf45f63e8958545.m3u8,10
thainews,https://stream.freetv.fun/0ce9517612fb9f2ff169d7c53313d80d1100b9d37a8ce9d2e7dc0813a8b35875.m3u8,10
ช่อง news1 hd,https://stream.freetv.fun/cafb87acaeab86c3ddc5c7663332269e76ff8420a9d2d5060fc0ae568c2e8158.m3u8,3129
「us」 bloomberg tv+2,https://stream.freetv.fun/deebbd719a70e87d7e8addbab7e29ac3c289d4689de9c69a55c08a8da7a3d25b.m3u8,2923
三立新聞,https://stream.freetv.fun/san-li--xin-wen-1.m3u8,10
中天新聞,https://stream.freetv.fun/zhong-tian-xin-wen-6.m3u8,4617
中視新聞,https://stream.freetv.fun/zhong-shi--xin-wen-1.m3u8,10
中視新聞,https://stream.freetv.fun/zhong-shi-xin-wen-6.m3u8,10241
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-1.m3u8,10
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-10.m3u8,10
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-11.m3u8,10
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-15.m3u8,10
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-16.m3u8,10
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-18.m3u8,5888
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-21.m3u8,6320
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-3.m3u8,14157
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-4.m3u8,10
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-5.m3u8,10
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-6.m3u8,10
台視新聞,https://stream.freetv.fun/tai-shi-xin-wen-9.m3u8,10
大立電視臺,https://stream.freetv.fun/da-li-dian-shi-1.m3u8,8742
寰宇新聞,https://stream.freetv.fun/huan-yu-xin-wen-5.m3u8,5177
年代新聞HD,https://stream.freetv.fun/nian-dai-xin-wen-1.m3u8,5396
有線新聞,https://stream.freetv.fun/you-xian-xin-wen-1.m3u8,10
有線新聞,https://stream.freetv.fun/you-xian-xin-wen-13.m3u8,10
有線新聞,https://stream.freetv.fun/you-xian-xin-wen-14.ctv,10
有線新聞,https://stream.freetv.fun/you-xian-xin-wen-15.m3u8,10
有線新聞,https://stream.freetv.fun/you-xian-xin-wen-17.m3u8,10
有線新聞,https://stream.freetv.fun/you-xian-xin-wen-19.m3u8,10
有線財經資訊臺,https://stream.freetv.fun/you-xian-cai-jing-zi-xun-3.m3u8,10
東森亞洲新聞,https://stream.freetv.fun/ya-zhou-xin-wen-1.m3u8,2446
東森財經新聞,https://stream.freetv.fun/dong-sen--cai-jing-xin-wen-1.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi--xin-wen-1.m3u8,12909
民視新聞,https://stream.freetv.fun/min-shi--xin-wen-2.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-10.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-11.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-12.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-13.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-14.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-18.m3u8,5629
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-2.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-3.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-5.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-6.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-7.m3u8,10
民視新聞,https://stream.freetv.fun/min-shi-xin-wen-9.m3u8,10
無線新聞臺,https://stream.freetv.fun/wu-xian-xin-wen-2.m3u8,8506
無線財經台,https://stream.freetv.fun/wu-xian-cai-jing-3.ctv,1756
無線財經台,rtmp://twcdn.top/sat/hk031,4362
環球電視臺,https://stream.freetv.fun/huan-qiu-dian-shi-1.m3u8,2632
環球電視臺,https://stream.freetv.fun/huan-qiu-dian-shi-2.m3u8,1729
環球電視臺,https://stream.freetv.fun/huan-qiu-dian-shi-3.m3u8,2424
耀才財經臺,https://stream.freetv.fun/yao-cai-cai-jing-3.m3u8,2160
耀才財經臺,https://stream.freetv.fun/yao-cai-cai-jing-4.m3u8,3554
耀才財經臺,https://stream.freetv.fun/yao-cai-cai-jing-8.m3u8,3389
臺視新聞,https://stream.freetv.fun/tai-shi--xin-wen-1.m3u8,10
臺視新聞,https://stream.freetv.fun/tai-shi-xin-wen-13.m3u8,10322
臺視新聞,https://stream.freetv.fun/tai-shi-xin-wen-14.m3u8,11798
臺視新聞,https://stream.freetv.fun/tai-shi-xin-wen-17.m3u8,10
臺視財經,https://stream.freetv.fun/tai-shi-cai-jing-2.m3u8,4240
華視新聞,https://stream.freetv.fun/hua-shi--xin-wen-1.m3u8,10
鏡新聞,https://stream.freetv.fun/jing--xin-wen-1.m3u8,10
鏡新聞,https://stream.freetv.fun/xin-wen-1.m3u8,6294
非凡新聞HD,rtmp://f13h.mine.nu/sat/tv581,2231
香港有線新聞臺,https://stream.freetv.fun/xiang-gang-you-xian-xin-wen-2.ctv,10
鳳凰資訊HD,https://stream.freetv.fun/feng-huang-zi-xun-1.m3u8,5931

其它,#genre#
115新天地民俗臺,https://stream.freetv.fun/si-chuan---ma-er-kang-zong-he-1.m3u8,1738
CATHOLIC TV,https://stream.freetv.fun/catholic-tv-3.m3u8,3974
CBS,https://stream.freetv.fun/cbs-2-1.ctv,4093
CBS,https://stream.freetv.fun/cbs-2.ctv,10
CTV,https://stream.freetv.fun/actv-1.m3u8,6880
CTV,https://stream.freetv.fun/ctv-1.ctv,9703
CTV,https://stream.freetv.fun/ctv-9-1.m3u8,4101
Christian Youth Channel CYC,https://stream.freetv.fun/christian-youth-channel-1.m3u8,3323
EWTN,https://stream.freetv.fun/ph-ewtn-1.ctv,7248
FOOD Network HD,https://stream.freetv.fun/food-network-6.ctv,7214
FOOD Network HD,https://stream.freetv.fun/food-network-7.ctv,10
FOOD Network HD,https://stream.freetv.fun/ph-food-network-1.ctv,5069
FOOD Network HD,https://stream.freetv.fun/ph-food-network-2.ctv,5707
FOOD Network HD,https://stream.freetv.fun/ph-food-network-3.ctv,4369
Food Network UK,https://stream.freetv.fun/asian-food-network-1.ctv,10
Food Network UK,https://stream.freetv.fun/food-network-cee-1.m3u8,5378
History Channel,https://stream.freetv.fun/history-channel-2.ctv,7873
ISLAM CHANNEL,https://stream.freetv.fun/i-am-channel-1.m3u8,6299
NASA,https://stream.freetv.fun/mei--nasa-1.m3u8,5045
NASA,https://stream.freetv.fun/nasa-1.m3u8,4182
NASA,https://stream.freetv.fun/nasa-3.m3u8,4521
NASA,https://stream.freetv.fun/nasa-4.m3u8,3633
NASA,https://stream.freetv.fun/nasa-5.m3u8,4496
RETRO TV,https://stream.freetv.fun/teatro-tv-1.m3u8,6034
TRAVEL,https://stream.freetv.fun/travel-xp-1.m3u8,4992
TRAVEL,https://stream.freetv.fun/travel-xp-3.m3u8,5158
TRAVEL,https://stream.freetv.fun/travelxp-4.ctv,10
TTV-3,https://stream.freetv.fun/kttv3-1.ctv,6462
TV 2,https://stream.freetv.fun/nlo-tv-2-1.m3u8,5028
TV 2,https://stream.freetv.fun/tea-tv-2-1.m3u8,4932
TV,https://stream.freetv.fun/utv-6.m3u8,8457
亞洲美食臺,https://stream.freetv.fun/ya-zhou-mei-shi-1.m3u8,4580
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-1.m3u8,3326
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-2.m3u8,2182
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-3.ctv,2179
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-4.m3u8,10
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-5.m3u8,2553
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-6.m3u8,2213
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-7.ctv,1828
人間衛視,https://stream.freetv.fun/ren-jian-wei-shi-8.m3u8,3375
唯心電視,https://stream.freetv.fun/wei-xin-dian-shi-1.m3u8,10
唯心電視,https://stream.freetv.fun/wei-xin-dian-shi-3.m3u8,2287
大愛,https://stream.freetv.fun/da-ai-1-1.m3u8,1829
大愛,https://stream.freetv.fun/da-ai-1.m3u8,1232
大愛,https://stream.freetv.fun/da-ai-2.m3u8,2173
大愛2,https://stream.freetv.fun/da-ai-2-1.m3u8,2958
大愛2,https://stream.freetv.fun/da-ai-2-10.m3u8,3923
大愛2,https://stream.freetv.fun/da-ai-2-2.m3u8,2614
大愛2,https://stream.freetv.fun/da-ai-2-3.m3u8,1131
大愛2,https://stream.freetv.fun/da-ai-2-4.m3u8,1789
大愛2,https://stream.freetv.fun/da-ai-2-5.m3u8,2414
大愛2,https://stream.freetv.fun/da-ai-2-6.m3u8,2751
大愛2,https://stream.freetv.fun/da-ai-2-7.m3u8,2879
大愛2,https://stream.freetv.fun/da-ai-2-8.m3u8,2040
大愛2,https://stream.freetv.fun/da-ai-2-9.m3u8,1572
好訊息 2,https://stream.freetv.fun/hao-xiao-xi-2-2.m3u8,13266
好訊息,https://stream.freetv.fun/hao-xiao-xi-1.m3u8,2543
好訊息,https://stream.freetv.fun/hao-xiao-xi-2.m3u8,2990
澳亞衛視,https://stream.freetv.fun/ao-ya-wei-shi-3.m3u8,2574
生命電視,https://stream.freetv.fun/sheng-ming-dian-shi-2.m3u8,10
生命電視,https://stream.freetv.fun/sheng-ming-dian-shi-3.m3u8,8180
生命電視臺,https://stream.freetv.fun/sheng-ming-dian-shi-1.m3u8,10

運動,#genre#
Altitude Sports,https://stream.freetv.fun/ert-sports-1-1.ctv,9655
Altitude Sports,https://stream.freetv.fun/root-sports-1.ctv,6428
Altitude Sports,https://stream.freetv.fun/tigo-sports-1.ctv,5180
Altitude Sports,https://stream.freetv.fun/win-sports-1.ctv,10
Bally Sports South,https://stream.freetv.fun/bally-sports-south-1.ctv,7706
Bally Sports Southeast,https://stream.freetv.fun/bally-sports-southeast-1.m3u8,3734
Bally Sports Southeast,https://stream.freetv.fun/bally-sports-southeast-2.ctv,6235
Bally Sports,https://stream.freetv.fun/bally-sport-1.ctv,5212
Bally Sports,https://stream.freetv.fun/bally-sports-detroit-1.ctv,5370
Bally Sports,https://stream.freetv.fun/bally-sports-indiana-1.ctv,7469
Bally Sports,https://stream.freetv.fun/bally-sports-midwest-1.ctv,7248
Bally Sports,https://stream.freetv.fun/bally-sports-new-orleans-1.ctv,7632
Bally Sports,https://stream.freetv.fun/bally-sports-north-1.ctv,6877
Bally Sports,https://stream.freetv.fun/bally-sports-ohio-1.ctv,4755
Bally Sports,https://stream.freetv.fun/bally-sports-oklahoma-1.ctv,7347
Bally Sports,https://stream.freetv.fun/bally-sports-sun-1.ctv,5467
Bally Sports,https://stream.freetv.fun/bally-sports-west-1.ctv,6755
Bally Sports,https://stream.freetv.fun/bally-sports-wisconsin-1.ctv,6232
Bally Sports,https://stream.freetv.fun/ch-ng-bally-sports-north-2.m3u8,3990
Bally Sports,https://stream.freetv.fun/ch-ng-bally-sports-sun-2.m3u8,5010
CBS 7,https://stream.freetv.fun/17-cs-1.m3u8,2752
CBS 7,https://stream.freetv.fun/27-cs-1.m3u8,4179
CBS Sports Network,https://stream.freetv.fun/cbs-sports-network-1.ctv,9286
CBS Sports Network,https://stream.freetv.fun/ch-ng-cbs-sports-network-2.m3u8,4053
Chelsea TV,https://stream.freetv.fun/chelsea-tv-1.m3u8,4068
DAZN 1,https://stream.freetv.fun/dazn-la-liga-1.ctv,5646
ESPN 2,https://stream.freetv.fun/espn-2-1.ctv,5125
ESPN 2,https://stream.freetv.fun/espn-2-2.ctv,10
ESPN 2,https://stream.freetv.fun/espn-2-4.ctv,7218
ESPN 2,https://stream.freetv.fun/espn-2-5.ctv,10
ESPN 2,https://stream.freetv.fun/espn-2-latin-1.ctv,7995
ESPN 3,https://stream.freetv.fun/espn-3-1.ctv,10
ESPN 3,https://stream.freetv.fun/espn-3-2.ctv,10
ESPN 3,https://stream.freetv.fun/espn-3-5.ctv,8270
ESPN HD,https://stream.freetv.fun/espn-1.ctv,7578
ESPN HD,https://stream.freetv.fun/espn-tv-1.ctv,5134
ESPN,https://stream.freetv.fun/espn-1-1.ctv,5713
ESPN,https://stream.freetv.fun/espn-3-4.ctv,4875
ESPN,https://stream.freetv.fun/espn-3-7.ctv,9566
ESPN,https://stream.freetv.fun/espn-3-8.ctv,9987
